epoch,acc,learning_rate,loss,val_acc,val_loss
0,0.8991950154304504,0.0020000000949949026,0.21029910445213318,0.5,0.4932146966457367
1,0.95039302110672,0.0017888889415189624,0.07012466341257095,0.5065900087356567,0.359377920627594
2,0.9803820252418518,0.0015777777880430222,0.04315118119120598,0.942870020866394,0.06969266384840012
3,0.9861050248146057,0.001366666634567082,0.032681480050086975,0.978410005569458,0.03830152750015259
4,0.988614022731781,0.0011555555975064635,0.02667997218668461,0.987060010433197,0.02909315936267376
5,0.9905760288238525,0.0009444444440305233,0.022591691464185715,0.9511399865150452,0.053331825882196426
6,0.9927589893341064,0.000733333348762244,0.018076274544000626,0.9922800064086914,0.01842864416539669
7,0.9943439960479736,0.0005222221952863038,0.014625800773501396,0.973800003528595,0.0292546134442091
8,0.9955700039863586,0.00031111110001802444,0.011342584155499935,0.9933199882507324,0.012053783051669598
9,0.9969959855079651,9.999999747378752e-05,0.00861224066466093,0.9973800182342529,0.007729406002908945
10,0.9890779852867126,0.0020000000949949026,0.03620339557528496,0.9862800240516663,0.032254286110401154
11,0.9926660060882568,0.0017888889415189624,0.02354499325156212,0.9845499992370605,0.028620611876249313
12,0.9936990141868591,0.0015777777880430222,0.019937066361308098,0.9192900061607361,0.07285509258508682
13,0.9948009848594666,0.001366666634567082,0.016522785648703575,0.9929599761962891,0.017092688009142876
14,0.995212972164154,0.0011555555975064635,0.014172238297760487,0.9926300048828125,0.016060354188084602
