epoch,acc,loss,val_acc,val_loss
0,0.5009369850158691,0.26095542311668396,0.49907198548316956,0.25352898240089417
1,0.5005729794502258,0.252451628446579,0.5008559823036194,0.2539578974246979
2,0.49984800815582275,0.25134000182151794,0.5000320076942444,0.40147432684898376
3,0.5001500248908997,0.25096070766448975,0.5002920031547546,0.2507217526435852
4,0.49991101026535034,0.25096678733825684,0.4998199939727783,0.2521951198577881
5,0.499675989151001,0.25083160400390625,0.500544011592865,0.2506432831287384
6,0.4999450147151947,0.25092294812202454,0.5007240176200867,0.2508929669857025
7,0.4998219907283783,0.25073111057281494,0.4993720054626465,0.25054988265037537
8,0.5001919865608215,0.25061964988708496,0.4991680085659027,0.2506237328052521
9,0.4999609887599945,0.2507930099964142,0.5002639889717102,0.3213760256767273
10,0.5006110072135925,0.25103411078453064,0.4999440014362335,0.25073525309562683
11,0.49941501021385193,0.2507789731025696,0.4994080066680908,0.2506662905216217
12,0.4999240040779114,0.2506057918071747,0.5007039904594421,0.25049731135368347
13,0.49944400787353516,0.2505699396133423,0.5002239942550659,0.25099313259124756
14,0.4996959865093231,0.25092634558677673,0.5011879801750183,0.25064730644226074
