epoch,acc,loss,val_acc,val_loss
0,0.6955580115318298,0.20475153625011444,0.6975399851799011,0.20295491814613342
1,0.6970250010490417,0.2028573751449585,0.6974560022354126,0.2024240344762802
2,0.6981509923934937,0.2016819268465042,0.6971079707145691,0.2022775262594223
3,0.6979190111160278,0.2013598531484604,0.6938920021057129,0.20322909951210022
4,0.6971539855003357,0.20142409205436707,0.6989079713821411,0.20065900683403015
5,0.6984050273895264,0.20072151720523834,0.697484016418457,0.200641930103302
6,0.6970850229263306,0.2009967863559723,0.6982520222663879,0.20058545470237732
7,0.6976360082626343,0.20049788057804108,0.6986839771270752,0.20022639632225037
8,0.6981469988822937,0.20003294944763184,0.6963520050048828,0.20117126405239105
9,0.6967920064926147,0.20047138631343842,0.6983720064163208,0.19981306791305542
