epoch,acc,loss,val_acc,val_loss
0,0.49981799721717834,0.27131566405296326,0.5002599954605103,0.2570621967315674
1,0.5003219842910767,0.25471848249435425,0.4998599886894226,0.25410762429237366
2,0.49974000453948975,0.2535364031791687,0.5010960102081299,0.25295764207839966
3,0.5000249743461609,0.25271931290626526,0.5004799962043762,0.2590901255607605
4,0.4995799958705902,0.2518145740032196,0.4996039867401123,0.2517000436782837
5,0.4998849928379059,0.25221696496009827,0.5000360012054443,0.2521027624607086
6,0.499114990234375,0.2520255148410797,0.49965599179267883,0.2519738972187042
7,0.5002139806747437,0.25176241993904114,0.5020959973335266,0.2518021762371063
8,0.4993259906768799,0.25163233280181885,0.5004280209541321,0.2516357898712158
9,0.5001329779624939,0.2512822449207306,0.5,0.494013249874115
