epoch,acc,loss,val_acc,val_loss
0,0.6512899994850159,0.22959236800670624,0.6532279849052429,0.2271701544523239
1,0.6585490107536316,0.22433993220329285,0.6399719715118408,0.23153825104236603
2,0.6620540022850037,0.22240972518920898,0.6644520163536072,0.22106671333312988
3,0.6625180244445801,0.22139213979244232,0.6623960137367249,0.22082199156284332
4,0.6647449731826782,0.22009265422821045,0.6580880284309387,0.22201478481292725
5,0.6693040132522583,0.2175835520029068,0.6642240285873413,0.2197008728981018
6,0.6776139736175537,0.21420595049858093,0.6637560129165649,0.2207069993019104
7,0.6809020042419434,0.2127099484205246,0.6778680086135864,0.21452268958091736
8,0.6819440126419067,0.21237309277057648,0.6823599934577942,0.21195568144321442
9,0.6833800077438354,0.21150493621826172,0.6724079847335815,0.2166125774383545
