epoch,acc,loss,val_acc,val_loss
0,0.49923399090766907,0.2510610520839691,0.49958398938179016,0.25085020065307617
1,0.4999699890613556,0.2507859766483307,0.49941200017929077,0.25073492527008057
2,0.49991899728775024,0.25070106983184814,0.5001159906387329,0.25065743923187256
3,0.49965599179267883,0.2506372630596161,0.5,0.25061875581741333
4,0.49966898560523987,0.2506752908229828,0.5012680292129517,0.2506743371486664
5,0.5001299977302551,0.25066304206848145,0.49922001361846924,0.25062233209609985
6,0.5001829862594604,0.2505768835544586,0.49998798966407776,0.2505555748939514
7,0.49998098611831665,0.25057730078697205,0.5003839731216431,0.25057661533355713
8,0.4996280074119568,0.25054022669792175,0.5012320280075073,0.2504875361919403
9,0.5001509785652161,0.2505248486995697,0.5005360245704651,0.25061553716659546
