epoch,acc,learning_rate,loss,val_acc,val_loss
0,0.9966959953308105,0.0020000000949949026,0.10955686122179031,0.5,0.45674359798431396
1,0.9997299909591675,0.0017888889415189624,0.007446768693625927,0.7071800231933594,0.16865724325180054
2,0.9997140169143677,0.0015777777880430222,0.003829729277640581,0.9996299743652344,0.003568807616829872
3,0.999783992767334,0.001366666634567082,0.002981128403916955,0.8837000131607056,0.08634281158447266
4,0.9997699856758118,0.0011555555975064635,0.0024491420481354,0.8533400297164917,0.11214062571525574
5,0.9997900128364563,0.0009444444440305233,0.002132524037733674,0.9963200092315674,0.005536084994673729
6,0.9998360276222229,0.000733333348762244,0.0017682575853541493,0.9999099969863892,0.0017804274102672935
7,0.9998739957809448,0.0005222221952863038,0.0013742343289777637,0.999750018119812,0.0015649666311219335
8,0.9999250173568726,0.00031111110001802444,0.0009504435583949089,0.9983400106430054,0.002174551133066416
9,0.9999679923057556,9.999999747378752e-05,0.0006741622346453369,0.9769099950790405,0.018549630418419838
10,0.9858719706535339,0.0020000000949949026,0.20267456769943237,0.5,0.5082381963729858
11,0.9996340274810791,0.0017888889415189624,0.01694813370704651,0.5,0.4975939095020294
12,0.9997429847717285,0.0015777777880430222,0.00917117577046156,0.5,0.491308331489563
