Best bit: 13  | silhouette_true=0.08484
bit,silhouette_true,silhouette_kmeans,kmeans_inertia,evr_sum2
0,0.08372054249048233,0.3968345522880554,4415.37353515625,0.03124506026506424
1,0.07973870635032654,0.39674580097198486,4385.3876953125,0.030942946672439575
2,0.07005710899829865,0.3878594934940338,4432.5185546875,0.030913058668375015
3,0.08240216225385666,0.3913983106613159,4386.66796875,0.030751463025808334
4,0.07902580499649048,0.3984149396419525,4379.29833984375,0.030995607376098633
5,0.08404690027236938,0.40075239539146423,4385.29150390625,0.031033415347337723
6,0.08394573628902435,0.38243722915649414,4491.94482421875,0.031008509919047356
7,0.06719677150249481,0.4053209125995636,4295.359375,0.030704475939273834
8,0.07262341678142548,0.39793887734413147,4345.48583984375,0.030879277735948563
9,0.08048789948225021,0.38860729336738586,4360.9638671875,0.03073655441403389
10,0.07239852100610733,0.3847719728946686,4401.33154296875,0.030552038922905922
11,0.07604663074016571,0.39237555861473083,4394.5576171875,0.030898530036211014
12,0.07666746526956558,0.3855610489845276,4496.9697265625,0.03125535696744919
13,0.08484379947185516,0.38656318187713623,4428.8056640625,0.030884867534041405
14,0.07924316078424454,0.391491174697876,4465.955078125,0.03127621114253998
15,0.080147884786129,0.39271703362464905,4432.3212890625,0.031085390597581863
16,0.002155856229364872,0.3276030421257019,3935.92919921875,0.02511855959892273
17,0.0037013296969234943,0.34233275055885315,3836.03515625,0.025044642388820648
18,0.0030207280069589615,0.334818959236145,3884.30859375,0.024946514517068863
19,0.0036415306385606527,0.32265418767929077,3989.88720703125,0.025218117982149124
20,0.003192104632034898,0.3236308991909027,3939.0029296875,0.025002632290124893
21,0.003475915640592575,0.344090074300766,3851.46630859375,0.025223027914762497
22,0.004026905167847872,0.33573809266090393,3863.90673828125,0.02489776909351349
23,0.002465753350406885,0.33514922857284546,3903.66845703125,0.02511030249297619
24,0.0030495822429656982,0.32290878891944885,3931.377197265625,0.024866681545972824
25,0.0005219918675720692,0.31678497791290283,3979.3984375,0.02496185526251793
26,0.0020200375001877546,0.3254249691963196,3930.50048828125,0.02492324635386467
27,0.00029333378188312054,0.3110414445400238,3930.384765625,0.024399148300290108
28,0.0023533033672720194,0.33420616388320923,3947.117431640625,0.02533707208931446
29,0.0020046152640134096,0.3200927972793579,4006.544677734375,0.02511914074420929
30,0.0032497146166861057,0.3227372467517853,3926.684326171875,0.024730831384658813
31,0.0026820849161595106,0.31447646021842957,4007.495849609375,0.024974893778562546
32,-4.628059105016291e-05,0.3069749176502228,3867.150390625,0.02374446764588356
33,-6.483013567049056e-05,0.30531978607177734,3923.74267578125,0.024076297879219055
34,0.00013375670823734254,0.3102838695049286,3930.25830078125,0.024223947897553444
35,0.00013061886420473456,0.3076680600643158,3881.28857421875,0.0238948967307806
36,4.622411142918281e-05,0.307064414024353,3857.82568359375,0.023700043559074402
37,-3.1021249014884233e-05,0.3092188835144043,3894.761962890625,0.02402675524353981
38,-1.1341065146552864e-05,0.3092541992664337,3872.637451171875,0.02389540523290634
39,-8.476052607875317e-05,0.3104754388332367,3866.9580078125,0.02390352264046669
40,1.1614706636464689e-05,0.3073383867740631,3890.075927734375,0.023904208093881607
41,-5.337745460565202e-05,0.3096115291118622,3886.830322265625,0.023975219577550888
42,-1.608698039490264e-05,0.3088674247264862,3876.38623046875,0.023890851065516472
43,-0.0001228019391419366,0.3110443949699402,3884.376953125,0.02400532364845276
44,-7.4449835665291175e-06,0.308436781167984,3894.592529296875,0.02407258376479149
45,0.00012176130985608324,0.31104210019111633,3867.652099609375,0.023930348455905914
46,-7.64065480325371e-05,0.3075464367866516,3895.82470703125,0.02399815246462822
47,0.0001613804342923686,0.30774033069610596,3923.704833984375,0.02413729950785637
48,4.670538692153059e-05,0.30832764506340027,3889.451416015625,0.02394590526819229
49,0.0002743385557550937,0.30917689204216003,3879.599609375,0.023956462740898132
50,7.087580161169171e-05,0.30724036693573,3910.897705078125,0.02399205043911934
51,-6.19496131548658e-05,0.3080676794052124,3875.973388671875,0.02387906052172184
52,8.449044253211468e-05,0.3078259825706482,3860.092529296875,0.023767590522766113
53,0.0001496803597547114,0.30561357736587524,3884.20263671875,0.02386970818042755
54,-1.8311458916286938e-05,0.3099796175956726,3872.362060546875,0.023922216147184372
55,-5.4642121540382504e-05,0.30824923515319824,3887.70751953125,0.023975132033228874
56,1.76530174940126e-05,0.30784371495246887,3899.796875,0.02398182824254036
57,7.400505273835734e-05,0.30780062079429626,3887.220703125,0.02393798902630806
58,-0.00011448645818745717,0.3081616759300232,3886.870361328125,0.023939674720168114
59,-0.0001244973245775327,0.30676889419555664,3863.553466796875,0.02373952604830265
60,-0.00011585307220229879,0.3051902949810028,3935.9462890625,0.024118788540363312
61,9.454195242142305e-05,0.3082352578639984,3915.498291015625,0.024105679243803024
62,-1.4613233361160383e-05,0.3061516582965851,3859.480224609375,0.023725148290395737
63,5.13297936777235e-06,0.3076294958591461,3856.87890625,0.023718100041151047
