Best bit: 15  | silhouette_true=0.7026
bit,silhouette_true,silhouette_kmeans,kmeans_inertia,evr_sum2
0,0.27896806597709656,0.42784520983695984,8821.9375,0.032422419637441635
1,0.18329408764839172,0.4661119282245636,9077.853515625,0.032941244542598724
2,0.17741039395332336,0.4484440088272095,9150.7109375,0.03229906037449837
3,0.22436703741550446,0.5359529852867126,8484.43359375,0.03629942983388901
4,0.27580389380455017,0.37301602959632874,8417.5322265625,0.028345242142677307
5,0.22838625311851501,0.3989333212375641,8670.482421875,0.02969461679458618
6,0.26131078600883484,0.3985358476638794,8698.3349609375,0.02994626760482788
7,0.25780966877937317,0.4319364130496979,8315.314453125,0.030957482755184174
8,0.2874664068222046,0.38398095965385437,8610.6015625,0.02965640090405941
9,0.2591135501861572,0.41771575808525085,8743.48046875,0.03108181431889534
10,0.2674914002418518,0.4114219844341278,8759.10546875,0.031201232224702835
11,0.2923997640609741,0.41645848751068115,8854.8125,0.03241990506649017
12,0.5855569243431091,0.5868646502494812,9021.1220703125,0.0558682419359684
13,0.41017431020736694,0.4622038006782532,12483.212890625,0.04691600054502487
14,0.5078677535057068,0.514869749546051,12179.552734375,0.05632633715867996
15,0.7026343941688538,0.7027074098587036,8081.4423828125,0.08165501058101654
16,0.1860402375459671,0.4007287621498108,6626.052734375,0.023628413677215576
17,0.2252069115638733,0.39736536145210266,8952.5361328125,0.02890433743596077
18,0.15513406693935394,0.41542506217956543,7349.95751953125,0.025128094479441643
19,0.16805972158908844,0.4261287450790405,8290.763671875,0.028252985328435898
20,0.19301000237464905,0.40304896235466003,7337.79443359375,0.025563299655914307
21,0.18522201478481293,0.39623695611953735,7914.4755859375,0.02681000903248787
22,0.22519275546073914,0.3927536606788635,8093.361328125,0.02808043360710144
23,0.17988647520542145,0.40986356139183044,8156.6416015625,0.027936667203903198
24,0.14599570631980896,0.39955511689186096,7023.66455078125,0.023774053901433945
25,0.15355417132377625,0.4023434519767761,7496.09765625,0.025634124875068665
26,0.18088111281394958,0.3822242319583893,7942.44384765625,0.026638908311724663
27,0.19491805136203766,0.4160189926624298,8191.857421875,0.028417622670531273
28,0.18545544147491455,0.4037734568119049,6970.4755859375,0.024543816223740578
29,0.3166901767253876,0.37930789589881897,9212.5703125,0.031195897608995438
30,0.30948400497436523,0.3819843530654907,9156.9462890625,0.03110189363360405
31,0.27532243728637695,0.3889491558074951,9410.3056640625,0.03222458064556122
32,0.1955028921365738,0.4067137837409973,7338.181640625,0.025614969432353973
33,0.2020167112350464,0.36892303824424744,8821.44921875,0.028089305385947227
34,0.2087126523256302,0.382339745759964,9058.634765625,0.028728298842906952
35,0.2107044905424118,0.39194244146347046,9346.30859375,0.03051096387207508
36,0.1905200183391571,0.38535255193710327,8493.818359375,0.027986837550997734
37,0.2644670009613037,0.37807130813598633,9496.205078125,0.031437940895557404
38,0.28860312700271606,0.38024210929870605,10086.33984375,0.03300921246409416
39,0.26393720507621765,0.37361329793930054,10589.083984375,0.03397994488477707
40,0.20783203840255737,0.3898400664329529,8478.27734375,0.028383702039718628
41,0.278301864862442,0.36319273710250854,9702.51171875,0.03176584094762802
42,0.24522282183170319,0.38372495770454407,8758.166015625,0.029705308377742767
43,0.22712233662605286,0.3827504813671112,9633.6123046875,0.03152313083410263
44,0.21426387131214142,0.39110538363456726,6906.54345703125,0.02443460188806057
45,0.2687925696372986,0.36379536986351013,8453.7490234375,0.02804993838071823
46,0.28942108154296875,0.3733053207397461,9078.220703125,0.030242009088397026
47,0.25938087701797485,0.3779720067977905,9056.548828125,0.030130788683891296
48,0.1670980453491211,0.3884209096431732,7452.5830078125,0.024988897144794464
49,0.19549064338207245,0.4107167422771454,9131.7412109375,0.030020134523510933
50,0.18595033884048462,0.40328261256217957,8700.818359375,0.02832605130970478
51,0.20345577597618103,0.40661412477493286,9238.1982421875,0.03088497743010521
52,0.17436440289020538,0.39190733432769775,7776.0751953125,0.026034405454993248
53,0.2656744122505188,0.36879611015319824,9132.619140625,0.02979900687932968
