epoch,acc,learning_rate,loss,val_acc,val_loss
0,0.5106179714202881,0.0020000000949949026,0.4262358546257019,0.5,0.29557374119758606
1,0.5206559896469116,0.0017888889415189624,0.2712327539920807,0.5207800269126892,0.2604290544986725
2,0.5226839780807495,0.0015777777880430222,0.25597506761550903,0.5249599814414978,0.2544848322868347
3,0.524137020111084,0.001366666634567082,0.2535209059715271,0.5198500156402588,0.25255799293518066
4,0.5279309749603271,0.0011555555975064635,0.25185057520866394,0.5219500064849854,0.25227680802345276
5,0.5531790256500244,0.0009444444440305233,0.2519530653953552,0.5002899765968323,0.31454434990882874
6,0.5685909986495972,0.000733333348762244,0.25033074617385864,0.559149980545044,0.25363975763320923
7,0.5723180174827576,0.0005222221952863038,0.24794888496398926,0.550790011882782,0.25398051738739014
8,0.5752540230751038,0.00031111110001802444,0.24593567848205566,0.528980016708374,0.2528550326824188
9,0.5796099901199341,9.999999747378752e-05,0.24369077384471893,0.5668399930000305,0.24540828168392181
10,0.5630139708518982,0.0020000000949949026,0.2552605867385864,0.5343999862670898,0.26304733753204346
11,0.5675709843635559,0.0017888889415189624,0.25272268056869507,0.55281001329422,0.25683698058128357
12,0.5689449906349182,0.0015777777880430222,0.25081855058670044,0.5026999711990356,0.2872774600982666
13,0.5706959962844849,0.001366666634567082,0.2492932677268982,0.5037400126457214,0.2661026120185852
14,0.57191401720047,0.0011555555975064635,0.2482433319091797,0.5194399952888489,0.2623763382434845
