epoch,acc,learning_rate,loss,val_acc,val_loss
0,0.9788519740104675,0.0020000000949949026,0.12638895213603973,0.5,0.37212350964546204
1,0.9939780235290527,0.0017888889415189624,0.022586053237318993,0.6064500212669373,0.2870568633079529
2,0.9953089952468872,0.0015777777880430222,0.013975957408547401,0.5000799894332886,0.48761141300201416
3,0.995926022529602,0.001366666634567082,0.011162792332470417,0.9949100017547607,0.01194776687771082
4,0.9965329766273499,0.0011555555975064635,0.009412058629095554,0.9942799806594849,0.011173194274306297
5,0.9970420002937317,0.0009444444440305233,0.00787371676415205,0.6212599873542786,0.3281336724758148
6,0.9975289702415466,0.000733333348762244,0.006444992497563362,0.9952800273895264,0.008307861164212227
7,0.9978299736976624,0.0005222221952863038,0.0053560445085167885,0.9864199757575989,0.014447991736233234
8,0.9983270168304443,0.00031111110001802444,0.004076213575899601,0.9923800230026245,0.008268685080111027
9,0.9988420009613037,9.999999747378752e-05,0.003108216216787696,0.994979977607727,0.005542974453419447
10,0.9831219911575317,0.0020000000949949026,0.13969814777374268,0.502839982509613,0.28624340891838074
11,0.9947080016136169,0.0017888889415189624,0.026576707139611244,0.5,0.4369314908981323
12,0.9957510232925415,0.0015777777880430222,0.015126727521419525,0.5029699802398682,0.4290347993373871
13,0.9965699911117554,0.001366666634567082,0.010823706164956093,0.51569002866745,0.396615207195282
14,0.997189998626709,0.0011555555975064635,0.008751402609050274,0.5062299966812134,0.49711912870407104
