epoch,acc,loss,val_acc,val_loss
0,0.6638810038566589,0.22720667719841003,0.6509600281715393,0.23611332476139069
1,0.6846939921379089,0.21323509514331818,0.6781960129737854,0.21580572426319122
2,0.6870669722557068,0.21241512894630432,0.6865839958190918,0.212642639875412
3,0.6873490214347839,0.21196424961090088,0.6672279834747314,0.22244404256343842
4,0.6902570128440857,0.21066400408744812,0.6535199880599976,0.23178061842918396
5,0.6895059943199158,0.21087156236171722,0.6542559862136841,0.22676847875118256
6,0.6900110244750977,0.21025320887565613,0.6894360184669495,0.21031899750232697
7,0.6907010078430176,0.20983034372329712,0.6724600195884705,0.21849264204502106
8,0.6914529800415039,0.20930519700050354,0.6622959971427917,0.22497214376926422
9,0.6917679905891418,0.20876862108707428,0.6871560215950012,0.21082396805286407
10,0.691802978515625,0.20866912603378296,0.6877639889717102,0.2114284783601761
11,0.6920089721679688,0.20865006744861603,0.6857879757881165,0.21156994998455048
12,0.6931520104408264,0.2076500952243805,0.6926360130310059,0.20841296017169952
13,0.6921049952507019,0.20789998769760132,0.6869760155677795,0.2107560932636261
14,0.6930810213088989,0.20750436186790466,0.691540002822876,0.20772907137870789
