epoch,acc,loss,val_acc,val_loss
0,0.5005829930305481,0.25887617468833923,0.5007200241088867,0.25526273250579834
1,0.5005319714546204,0.25390318036079407,0.5015720129013062,0.25317108631134033
2,0.500012993812561,0.2526676654815674,0.49987998604774475,0.2525540888309479
3,0.49966898560523987,0.2523018717765808,0.4993799924850464,0.25229811668395996
4,0.500141978263855,0.2513027489185333,0.5000519752502441,0.2510516047477722
5,0.5001729726791382,0.25101086497306824,0.49991199374198914,0.25095540285110474
6,0.5001959800720215,0.2507733404636383,0.49958398938179016,0.2507285475730896
7,0.5003119707107544,0.2507765293121338,0.49970799684524536,0.25089576840400696
8,0.5000249743461609,0.2512226998806,0.5000320076942444,0.25127214193344116
9,0.49997401237487793,0.2510716915130615,0.5006399750709534,0.25135478377342224
10,0.49991199374198914,0.2514926493167877,0.49956798553466797,0.25148680806159973
11,0.4996820092201233,0.2509133517742157,0.500328004360199,0.2506313621997833
12,0.5007089972496033,0.2506510615348816,0.5,0.25086167454719543
13,0.49989399313926697,0.25084516406059265,0.500328004360199,0.2511880099773407
14,0.499891996383667,0.2508332431316376,0.5007359981536865,0.2511272430419922
