epoch,acc,loss,val_acc,val_loss
0,0.5458530187606812,0.2614424526691437,0.544651985168457,0.25300925970077515
1,0.5704180002212524,0.24987562000751495,0.5553799867630005,0.25261765718460083
2,0.581902027130127,0.24810726940631866,0.5838159918785095,0.2475445568561554
3,0.585964024066925,0.24699673056602478,0.5777999758720398,0.24976514279842377
4,0.5908520221710205,0.24601982533931732,0.5876880288124084,0.2467118501663208
5,0.5926499962806702,0.24535533785820007,0.5850279927253723,0.2474931925535202
6,0.5941029787063599,0.24496623873710632,0.5925840139389038,0.24561740458011627
7,0.5940510034561157,0.24459439516067505,0.5806639790534973,0.25053662061691284
8,0.5969300270080566,0.24388203024864197,0.599839985370636,0.24344393610954285
9,0.5995640158653259,0.2432999461889267,0.5994679927825928,0.24413879215717316
10,0.6007859706878662,0.24298787117004395,0.5764039754867554,0.24967019259929657
11,0.6011710166931152,0.24271312355995178,0.5883079767227173,0.2481323927640915
12,0.6033669710159302,0.2422064244747162,0.6005319952964783,0.24305452406406403
13,0.6034989953041077,0.242012158036232,0.6005079746246338,0.2428930252790451
14,0.6044909954071045,0.24145494401454926,0.5980839729309082,0.24294328689575195
