epoch,acc,loss,val_acc,val_loss
0,0.545432984828949,0.25007617473602295,0.5452200174331665,0.24963440001010895
1,0.5470539927482605,0.24904723465442657,0.5468639731407166,0.2489304542541504
2,0.5481699705123901,0.2486763596534729,0.5490440130233765,0.24847103655338287
3,0.5488920211791992,0.24835534393787384,0.5494440197944641,0.24820202589035034
4,0.5479739904403687,0.2481968253850937,0.5469800233840942,0.2483573853969574
5,0.5480470061302185,0.24809904396533966,0.5477160215377808,0.24821825325489044
6,0.5485420227050781,0.24799242615699768,0.5499839782714844,0.24781306087970734
7,0.5494620203971863,0.247795969247818,0.5494120121002197,0.24775026738643646
8,0.5496289730072021,0.24769888818264008,0.5486400127410889,0.24770326912403107
9,0.5483090281486511,0.24773693084716797,0.5508800148963928,0.24751630425453186
