epoch,acc,loss,val_acc,val_loss
0,0.66211998462677,0.21801254153251648,0.6630560159683228,0.21661648154258728
1,0.6645140051841736,0.21585214138031006,0.665012001991272,0.2154303789138794
2,0.6653069853782654,0.21521322429180145,0.6661360263824463,0.21459248661994934
3,0.6663609743118286,0.21441145241260529,0.665395975112915,0.21451255679130554
4,0.665427029132843,0.21452508866786957,0.6668239831924438,0.2140871286392212
5,0.6659730076789856,0.21413283050060272,0.6686559915542603,0.21311745047569275
6,0.6669319868087769,0.21360714733600616,0.6678000092506409,0.2130681872367859
7,0.666592001914978,0.21327339112758636,0.6689800024032593,0.21271950006484985
8,0.6675660014152527,0.21291786432266235,0.6684319972991943,0.21286451816558838
9,0.6665610074996948,0.21320271492004395,0.6694279909133911,0.21236494183540344
