epoch,acc,learning_rate,loss,val_acc,val_loss
0,0.658731997013092,0.0020000000949949026,0.39866822957992554,0.5,0.4937587082386017
1,0.8512139916419983,0.0017888889415189624,0.15013712644577026,0.5251200199127197,0.3680039942264557
2,0.8767539858818054,0.0015777777880430222,0.12337750196456909,0.6554800271987915,0.2743557095527649
3,0.882623016834259,0.001366666634567082,0.11451714485883713,0.7324600219726562,0.21304205060005188
4,0.8858450055122375,0.0011555555975064635,0.10833150893449783,0.868120014667511,0.12048763781785965
5,0.8892160058021545,0.0009444444440305233,0.10247388482093811,0.861549973487854,0.12125133723020554
6,0.8923310041427612,0.000733333348762244,0.09707830101251602,0.8790000081062317,0.10521863400936127
7,0.8961489796638489,0.0005222221952863038,0.09148503094911575,0.8768399953842163,0.10556492209434509
8,0.8995569944381714,0.00031111110001802444,0.08623649179935455,0.8830100297927856,0.09691673517227173
9,0.9046519994735718,9.999999747378752e-05,0.08039939403533936,0.9071699976921082,0.07860724627971649
10,0.888372004032135,0.0020000000949949026,0.11395466327667236,0.8652099967002869,0.12806126475334167
11,0.893218994140625,0.0017888889415189624,0.10455619543790817,0.893750011920929,0.1033182442188263
12,0.9043340086936951,0.0015777777880430222,0.09530577808618546,0.8655700087547302,0.12390749156475067
13,0.9235190153121948,0.001366666634567082,0.08111182600259781,0.8983200192451477,0.09846969693899155
14,0.9279000163078308,0.0011555555975064635,0.07407180964946747,0.9267200231552124,0.07516596466302872
15,0.9318569898605347,0.0009444444440305233,0.06799957901239395,0.9289100170135498,0.07023230195045471
16,0.9338859915733337,0.000733333348762244,0.06362058222293854,0.9293100237846375,0.06675871461629868
17,0.9364669919013977,0.0005222221952863038,0.05950881540775299,0.9350000023841858,0.06157230585813522
18,0.9391160011291504,0.00031111110001802444,0.05545200780034065,0.9256700277328491,0.06459435820579529
19,0.9409769773483276,9.999999747378752e-05,0.05260096862912178,0.9423099756240845,0.051233891397714615
