epoch,acc,loss,val_acc,val_loss
0,0.49962300062179565,0.25042179226875305,0.5002359747886658,0.2503756284713745
1,0.49990400671958923,0.2503605782985687,0.4997600018978119,0.25037693977355957
2,0.49980300664901733,0.25035619735717773,0.4983479976654053,0.2503618001937866
3,0.4993340075016022,0.25034281611442566,0.5004559755325317,0.25032758712768555
4,0.4995209872722626,0.2503543198108673,0.5011879801750183,0.2504397928714752
5,0.5000680088996887,0.25044623017311096,0.5000360012054443,0.2504727840423584
6,0.49959298968315125,0.25032177567481995,0.5007200241088867,0.2503148913383484
7,0.499752014875412,0.25029274821281433,0.4982280135154724,0.25033533573150635
8,0.4988740086555481,0.2502925395965576,0.5000759959220886,0.2502714991569519
9,0.4999459981918335,0.250251829624176,0.5017480254173279,0.25024986267089844
