epoch,acc,loss,val_acc,val_loss
0,0.5293710231781006,0.2593154013156891,0.5330680012702942,0.25448933243751526
1,0.5451449751853943,0.2533135414123535,0.5400040149688721,0.25400644540786743
2,0.5454599857330322,0.25292184948921204,0.5270599722862244,0.25525954365730286
3,0.5458319783210754,0.25241392850875854,0.5453879833221436,0.2527596056461334
4,0.5470449924468994,0.2522360682487488,0.5338720083236694,0.25554654002189636
5,0.5480430126190186,0.25202441215515137,0.5276439785957336,0.25675174593925476
6,0.5483139753341675,0.2519404888153076,0.5467399954795837,0.25210312008857727
7,0.5480359792709351,0.25185248255729675,0.5478000044822693,0.2521171271800995
8,0.5480419993400574,0.25165411829948425,0.5415639877319336,0.2530231475830078
9,0.5498909950256348,0.2512151002883911,0.5445600152015686,0.2521625757217407
10,0.5503029823303223,0.2511666715145111,0.5436279773712158,0.25301849842071533
11,0.5491120219230652,0.2511620819568634,0.5486999750137329,0.25210827589035034
12,0.5533440113067627,0.2511577308177948,0.5205360054969788,0.25806906819343567
13,0.559677004814148,0.25138065218925476,0.5584440231323242,0.25232887268066406
14,0.5632709860801697,0.2508736252784729,0.5404800176620483,0.2548459470272064
