epoch,acc,loss,val_acc,val_loss
0,0.5212100148200989,0.2618664801120758,0.5184999704360962,0.2604796290397644
1,0.5241150259971619,0.25897282361984253,0.5197200179100037,0.257904589176178
2,0.5236380100250244,0.2581459879875183,0.5216760039329529,0.2574757933616638
3,0.5244659781455994,0.2576507031917572,0.5,0.2780552804470062
4,0.524852991104126,0.25728708505630493,0.5012279748916626,0.2597027122974396
5,0.5253649950027466,0.2571220397949219,0.522707998752594,0.2576256990432739
6,0.5253710150718689,0.2576844394207001,0.504315972328186,0.26383113861083984
7,0.5255320072174072,0.2574106752872467,0.5035920143127441,0.26001811027526855
8,0.5267800092697144,0.2568801939487457,0.5,0.28395047783851624
9,0.5279549956321716,0.2564179003238678,0.5,0.27248436212539673
10,0.5269659757614136,0.2566567063331604,0.5,0.30553799867630005
11,0.5274879932403564,0.2564065158367157,0.5018680095672607,0.2597816288471222
12,0.5284600257873535,0.25617489218711853,0.500108003616333,0.2596741020679474
13,0.5288000106811523,0.25562673807144165,0.5,0.2643211781978607
14,0.528302013874054,0.25520995259284973,0.5236999988555908,0.25594037771224976
