epoch,acc,loss,val_acc,val_loss
0,0.5319920182228088,0.2523099184036255,0.5213239789009094,0.2524193823337555
1,0.5337200164794922,0.2509937286376953,0.5126640200614929,0.25271210074424744
2,0.5339199900627136,0.25072547793388367,0.5283960103988647,0.2511516511440277
3,0.5333470106124878,0.2505974769592285,0.519648015499115,0.2518320083618164
4,0.5337759852409363,0.250529408454895,0.5326240062713623,0.25071480870246887
5,0.5346559882164001,0.2505103647708893,0.5326600074768066,0.2507234513759613
6,0.533653974533081,0.2504945397377014,0.526636004447937,0.2511705756187439
7,0.534430980682373,0.250392884016037,0.5267519950866699,0.25100642442703247
8,0.5342100262641907,0.2502788007259369,0.5324919819831848,0.2505178451538086
9,0.5351279973983765,0.2502794861793518,0.5200960040092468,0.2519189119338989
