epoch,acc,loss,val_acc,val_loss
0,0.6805959939956665,0.219179168343544,0.6826080083847046,0.21618035435676575
1,0.6824889779090881,0.21506623923778534,0.6806759834289551,0.215249702334404
2,0.6827210187911987,0.21328090131282806,0.6816520094871521,0.21365322172641754
3,0.6835989952087402,0.2123814970254898,0.686352014541626,0.2106950432062149
4,0.6839230060577393,0.211662158370018,0.6860880255699158,0.21096035838127136
5,0.6851490139961243,0.21074703335762024,0.6867640018463135,0.2101469337940216
6,0.6854349970817566,0.2103961855173111,0.6910439729690552,0.20829123258590698
7,0.6849520206451416,0.21056321263313293,0.6883119940757751,0.20868077874183655
8,0.6853979825973511,0.20991697907447815,0.6891599893569946,0.20819716155529022
9,0.6866390109062195,0.2093733549118042,0.6868919730186462,0.20934216678142548
