epoch,acc,loss,val_acc,val_loss
0,0.5000590085983276,0.26279255747795105,0.5005800127983093,0.2564128041267395
1,0.5005459785461426,0.25427430868148804,0.49935200810432434,0.2689901292324066
2,0.5005260109901428,0.2525286078453064,0.4989520013332367,0.2568991184234619
3,0.4995940029621124,0.25167328119277954,0.49970799684524536,0.25142911076545715
4,0.5009109973907471,0.2512221336364746,0.4988960027694702,0.25145605206489563
5,0.5014709830284119,0.2512689232826233,0.49866798520088196,0.250918984413147
6,0.4994969964027405,0.25097495317459106,0.5015239715576172,0.25138744711875916
7,0.5006909966468811,0.2509748935699463,0.4990279972553253,0.25078848004341125
8,0.500108003616333,0.2508001923561096,0.4999200105667114,0.2507762610912323
9,0.5005099773406982,0.2510169446468353,0.5002599954605103,0.25103580951690674
10,0.5001710057258606,0.2509670555591583,0.4988560080528259,0.2515682876110077
11,0.49944499135017395,0.2507733404636383,0.4997360110282898,0.25061705708503723
12,0.49958598613739014,0.25081250071525574,0.5021160244941711,0.25102201104164124
13,0.5010179877281189,0.250965416431427,0.5010960102081299,0.2508486807346344
14,0.49947500228881836,0.2512500584125519,0.5010560154914856,0.25112184882164
