epoch,acc,loss,val_acc,val_loss
0,0.5000489950180054,0.25041088461875916,0.5001199841499329,0.25030645728111267
1,0.500810980796814,0.2503337860107422,0.5001760125160217,0.2502935826778412
2,0.5000669956207275,0.2502456307411194,0.4988879859447479,0.25023043155670166
3,0.5000060200691223,0.2503325343132019,0.5012400150299072,0.2503390610218048
4,0.5002560019493103,0.2502245008945465,0.5000479817390442,0.2502429187297821
5,0.5000749826431274,0.2502620816230774,0.4995439946651459,0.2503806948661804
6,0.5000039935112,0.25023871660232544,0.4992640018463135,0.25021401047706604
7,0.4998599886894226,0.25021424889564514,0.5006080269813538,0.25022247433662415
8,0.4997180104255676,0.2502608597278595,0.49970799684524536,0.250224769115448
9,0.5004990100860596,0.250203013420105,0.4994199872016907,0.2501908242702484
