epoch,acc,loss,val_acc,val_loss
0,0.5030679702758789,0.25595352053642273,0.5003799796104431,0.2528751492500305
1,0.5002639889717102,0.2523062527179718,0.5000680088996887,0.2516564428806305
2,0.499783992767334,0.2513086199760437,0.5014280080795288,0.25102993845939636
3,0.49991101026535034,0.25115400552749634,0.500711977481842,0.2509104013442993
4,0.4999629855155945,0.2517381012439728,0.49989598989486694,0.264865905046463
5,0.5003520250320435,0.2511763572692871,0.5002319812774658,0.2511334717273712
6,0.5018249750137329,0.250855028629303,0.5000240206718445,0.25065696239471436
7,0.501039981842041,0.2509402930736542,0.5000079870223999,0.2508719861507416
8,0.4994089901447296,0.25141608715057373,0.5,0.2600369155406952
9,0.49939900636672974,0.25177252292633057,0.4999200105667114,0.2512233555316925
10,0.5010250210762024,0.25128740072250366,0.49970799684524536,0.2512107789516449
11,0.4994780123233795,0.25131139159202576,0.4992919862270355,0.25283342599868774
12,0.5001369714736938,0.25147682428359985,0.5001559853553772,0.2507845461368561
13,0.4996969997882843,0.25087934732437134,0.5,0.25080040097236633
14,0.5011370182037354,0.251191645860672,0.49944400787353516,0.2507627606391907
