epoch,acc,loss,val_acc,val_loss
0,0.6832839846611023,0.21052265167236328,0.6840800046920776,0.20928482711315155
1,0.6847689747810364,0.2080443650484085,0.6850559711456299,0.20785339176654816
2,0.6844969987869263,0.20721900463104248,0.6825600266456604,0.20867428183555603
3,0.6848469972610474,0.20662929117679596,0.6829919815063477,0.20765264332294464
4,0.6854349970817566,0.20616604387760162,0.6837040185928345,0.20698876678943634
5,0.6856139898300171,0.20591378211975098,0.6779040098190308,0.20894967019557953
6,0.6854389905929565,0.20564469695091248,0.6844199895858765,0.20663870871067047
7,0.6858019828796387,0.20537377893924713,0.6845639944076538,0.20564453303813934
8,0.6857190132141113,0.20539529621601105,0.6858239769935608,0.20568445324897766
9,0.6855649948120117,0.20523269474506378,0.6867719888687134,0.2045864462852478
