epoch,acc,loss,val_acc,val_loss
0,0.5341389775276184,0.25135740637779236,0.5324559807777405,0.25095653533935547
1,0.5353310108184814,0.25050631165504456,0.5292919874191284,0.2509567439556122
2,0.5355029702186584,0.2502424716949463,0.5348399877548218,0.2502482831478119
3,0.5352839827537537,0.2501179873943329,0.5357599854469299,0.24992218613624573
4,0.535116970539093,0.24995112419128418,0.5342839956283569,0.2500472366809845
5,0.5351570248603821,0.24983343482017517,0.5351600050926208,0.24981234967708588
6,0.5351030230522156,0.24981620907783508,0.5343319773674011,0.2498348504304886
7,0.5345330238342285,0.2498108297586441,0.5357480049133301,0.24980822205543518
8,0.535190999507904,0.24971532821655273,0.5330560207366943,0.24985350668430328
9,0.5353509783744812,0.2496962547302246,0.5335000157356262,0.25003793835639954
