bit_pos,input_diff_hex,biased_pcs,max_diff,silhouette_clusters,silhouette_true,elapsed_sec
49,0x0002000000000000,179,0.007607,0.262113,0.140130,1.650
57,0x0200000000000000,180,0.007626,0.258348,0.157345,1.436
50,0x0004000000000000,180,0.007574,0.257724,0.135311,1.365
54,0x0040000000000000,179,0.007376,0.255780,0.135145,1.705
48,0x0001000000000000,180,0.006773,0.251008,0.114762,1.409
58,0x0400000000000000,179,0.007519,0.250691,0.144325,1.393
21,0x0000000000200000,172,0.010901,0.250545,0.267588,2.142
53,0x0020000000000000,178,0.007568,0.249085,0.150700,1.410
42,0x0000040000000000,174,0.010152,0.248579,0.259018,1.454
41,0x0000020000000000,171,0.011218,0.247142,0.266990,1.672
26,0x0000000004000000,172,0.010206,0.246789,0.260839,1.329
55,0x0080000000000000,181,0.004423,0.244189,0.083666,1.622
5,0x0000000000000020,175,0.009910,0.244119,0.240735,1.366
38,0x0000004000000000,173,0.010598,0.244021,0.260610,1.389
33,0x0000000200000000,171,0.011071,0.243951,0.251807,1.397
40,0x0000010000000000,174,0.008996,0.243933,0.235891,1.402
37,0x0000002000000000,172,0.010779,0.243560,0.269378,1.346
6,0x0000000000000040,176,0.010306,0.243371,0.235814,1.776
22,0x0000000000400000,173,0.010246,0.243266,0.253917,2.029
10,0x0000000000000400,173,0.010017,0.243112,0.234361,1.864
20,0x0000000000100000,173,0.008226,0.242795,0.217925,1.751
1,0x0000000000000002,174,0.009555,0.241751,0.228261,2.352
25,0x0000000002000000,172,0.011030,0.241541,0.267589,1.296
52,0x0010000000000000,181,0.006228,0.241355,0.118651,1.408
9,0x0000000000000200,174,0.010461,0.241285,0.251293,1.638
24,0x0000000001000000,173,0.008581,0.240639,0.224759,1.320
18,0x0000000000040000,172,0.010286,0.240615,0.234489,1.599
8,0x0000000000000100,176,0.008461,0.240541,0.211732,1.437
17,0x0000000000020000,172,0.010642,0.240389,0.239744,1.620
27,0x0000000008000000,178,0.006240,0.240182,0.168475,1.339
56,0x0100000000000000,179,0.005928,0.239767,0.117729,1.414
0,0x0000000000000001,176,0.009444,0.239489,0.189930,10.310
59,0x0800000000000000,182,0.004097,0.239479,0.079834,1.384
4,0x0000000000000010,175,0.008502,0.238692,0.210120,1.317
16,0x0000000000010000,173,0.008551,0.237928,0.207069,1.530
36,0x0000001000000000,174,0.008745,0.237787,0.229946,1.353
39,0x0000008000000000,177,0.006728,0.237583,0.176728,1.419
51,0x0008000000000000,182,0.004276,0.236863,0.071546,1.511
43,0x0000080000000000,176,0.006108,0.236502,0.167448,1.472
32,0x0000000100000000,174,0.008846,0.233555,0.204078,1.892
3,0x0000000000000008,179,0.005851,0.233350,0.141631,1.340
23,0x0000000000800000,175,0.005783,0.233268,0.160962,1.362
7,0x0000000000000080,176,0.006207,0.232162,0.155307,1.338
34,0x0000000400000000,173,0.010352,0.232026,0.242353,1.393
62,0x4000000000000000,180,0.005505,0.231846,0.072451,1.592
13,0x0000000000002000,177,0.006854,0.231281,0.146484,1.532
2,0x0000000000000004,177,0.009636,0.230980,0.218637,1.654
11,0x0000000000000800,177,0.005728,0.230460,0.147226,1.898
45,0x0000200000000000,175,0.006468,0.228665,0.153657,1.730
29,0x0000000020000000,174,0.006488,0.227918,0.147184,1.325
61,0x2000000000000000,180,0.005520,0.227899,0.073903,2.032
46,0x0000400000000000,176,0.007063,0.226994,0.156970,1.432
35,0x0000000800000000,175,0.006447,0.226858,0.157401,1.407
12,0x0000000000001000,175,0.005459,0.226717,0.123484,1.648
60,0x1000000000000000,180,0.005266,0.226355,0.066744,1.451
44,0x0000100000000000,176,0.005710,0.225941,0.128737,1.610
30,0x0000000040000000,178,0.006386,0.225397,0.142411,1.279
47,0x0000800000000000,180,0.003974,0.224850,0.082299,1.483
31,0x0000000080000000,179,0.004159,0.224618,0.079028,1.358
14,0x0000000000004000,177,0.006734,0.224229,0.146218,2.080
63,0x8000000000000000,182,0.003095,0.223945,0.032879,1.411
15,0x0000000000008000,179,0.003858,0.223544,0.085640,1.747
19,0x0000000000080000,177,0.006091,0.223425,0.157183,1.619
28,0x0000000010000000,175,0.005705,0.223421,0.127282,1.262
